seam_id,profile,voltage_mean,voltage_std,voltage_min,voltage_max,current_amp_mean,current_amp_std,current_amp_min,current_amp_max,wire_feed_mean,wire_feed_std,wire_feed_min,wire_feed_max,travel_speed_mean,travel_speed_std,travel_speed_min,travel_speed_max,torque_percent_mean,torque_percent_std,torque_percent_min,torque_percent_max,temperature_c_mean,temperature_c_std,temperature_c_min,temperature_c_max,gas_flow_mean,gas_flow_std,gas_flow_min,gas_flow_max,trueLabel,modelPrediction,defectRiskProbability,threshold,agree
177,WELD_QUALITY_DRIFT_LIKE,34.03,3.18,28.464,38.679,180.38,41.053,117.846,244.235,8.598,0.178,8.35,8.85,41.987,1.28,40.204,43.8,47.955,4.267,42.012,54.0,52.981,1.778,50.505,55.5,17.996,0.427,17.401,18.6,DEFECT_RISK,DEFECT_RISK,0.8943,0.35,True
178,WELD_QUALITY_DRIFT_LIKE,34.011,3.283,28.856,39.663,179.978,41.093,119.069,240.47,8.599,0.178,8.351,8.85,41.993,1.283,40.204,43.8,47.975,4.276,42.012,54.0,52.99,1.782,50.505,55.5,17.998,0.428,17.401,18.6,DEFECT_RISK,DEFECT_RISK,0.9371,0.35,True
179,WELD_QUALITY_DRIFT_LIKE,33.931,3.222,28.837,39.443,179.399,40.718,121.304,240.151,8.596,0.175,8.35,8.85,41.969,1.263,40.201,43.799,47.896,4.209,42.005,53.998,52.957,1.754,50.502,55.499,17.99,0.421,17.4,18.6,DEFECT_RISK,DEFECT_RISK,0.9376,0.35,True
180,WELD_QUALITY_DRIFT_LIKE,33.975,3.261,28.513,39.481,180.507,41.611,120.845,244.091,8.6,0.178,8.35,8.85,42.002,1.284,40.2,43.798,48.005,4.28,42.001,53.993,53.002,1.783,50.5,55.497,18.001,0.428,17.4,18.599,DEFECT_RISK,DEFECT_RISK,0.8943,0.35,True
181,WELD_QUALITY_DRIFT_LIKE,34.114,3.139,28.735,39.258,180.334,40.777,120.481,238.456,8.603,0.177,8.35,8.85,42.022,1.274,40.201,43.799,48.072,4.246,42.002,53.995,53.03,1.769,50.501,55.498,18.007,0.425,17.4,18.6,DEFECT_RISK,DEFECT_RISK,0.9384,0.35,True
182,WELD_QUALITY_DRIFT_LIKE,33.92,3.256,28.911,38.854,180.883,41.397,118.791,242.432,8.601,0.178,8.35,8.85,42.007,1.283,40.2,43.797,48.024,4.276,42.0,53.989,53.01,1.782,50.5,55.496,18.002,0.428,17.4,18.599,DEFECT_RISK,DEFECT_RISK,0.8981,0.35,True
183,WELD_QUALITY_DRIFT_LIKE,33.951,3.245,28.646,38.944,180.379,41.408,118.749,239.201,8.601,0.178,8.35,8.85,42.009,1.282,40.204,43.8,48.032,4.274,42.012,54.0,53.013,1.781,50.505,55.5,18.003,0.427,17.401,18.6,DEFECT_RISK,DEFECT_RISK,0.9391,0.35,True
184,WELD_QUALITY_DRIFT_LIKE,34.111,3.156,29.135,39.279,180.63,41.316,118.654,242.028,8.604,0.176,8.35,8.85,42.027,1.268,40.202,43.8,48.091,4.226,42.006,53.999,53.038,1.761,50.502,55.499,18.009,0.423,17.401,18.6,DEFECT_RISK,DEFECT_RISK,0.8954,0.35,True
185,WELD_QUALITY_DRIFT_LIKE,33.898,3.191,28.731,38.946,179.013,40.743,118.782,241.271,8.596,0.175,8.35,8.85,41.968,1.261,40.201,43.799,47.893,4.204,42.005,53.998,52.955,1.752,50.502,55.499,17.989,0.42,17.4,18.6,DEFECT_RISK,DEFECT_RISK,0.9376,0.35,True
186,WELD_QUALITY_DRIFT_LIKE,33.933,3.232,28.987,39.47,179.807,41.566,119.5,238.995,8.6,0.178,8.35,8.85,41.998,1.284,40.201,43.799,47.992,4.28,42.002,53.998,52.997,1.783,50.501,55.499,17.999,0.428,17.4,18.6,DEFECT_RISK,DEFECT_RISK,0.9391,0.35,True
187,WELD_QUALITY_DRIFT_LIKE,33.844,3.19,28.983,39.425,178.562,40.571,117.917,243.732,8.596,0.175,8.35,8.85,41.969,1.263,40.203,43.8,47.896,4.209,42.009,54.0,52.957,1.754,50.504,55.5,17.99,0.421,17.401,18.6,DEFECT_RISK,DEFECT_RISK,0.8948,0.35,True
188,WELD_QUALITY_DRIFT_LIKE,33.979,3.369,29.084,38.971,180.046,41.011,118.744,241.089,8.6,0.178,8.35,8.85,41.999,1.284,40.203,43.8,47.998,4.28,42.009,54.0,52.999,1.783,50.504,55.5,18.0,0.428,17.401,18.6,DEFECT_RISK,DEFECT_RISK,0.9371,0.35,True
189,WELD_QUALITY_DRIFT_LIKE,33.99,3.268,28.639,39.287,180.302,41.503,118.861,245.707,8.601,0.178,8.35,8.85,42.008,1.283,40.2,43.798,48.026,4.276,42.001,53.993,53.011,1.782,50.5,55.497,18.003,0.428,17.4,18.599,DEFECT_RISK,DEFECT_RISK,0.8927,0.35,True
190,WELD_QUALITY_DRIFT_LIKE,33.878,3.146,28.774,39.279,179.501,40.716,120.061,241.077,8.596,0.176,8.35,8.85,41.971,1.265,40.203,43.8,47.902,4.217,42.008,54.0,52.959,1.757,50.503,55.5,17.99,0.422,17.401,18.6,DEFECT_RISK,DEFECT_RISK,0.9376,0.35,True
191,WELD_QUALITY_DRIFT_LIKE,33.91,3.233,28.56,39.546,179.334,40.716,117.01,240.327,8.597,0.176,8.35,8.849,41.975,1.27,40.2,43.796,47.916,4.234,42.0,53.988,52.965,1.764,50.5,55.495,17.992,0.423,17.4,18.599,DEFECT_RISK,DEFECT_RISK,0.9376,0.35,True
192,WELD_QUALITY_DRIFT_LIKE,33.932,3.254,28.81,38.891,178.448,41.705,117.749,242.397,8.597,0.177,8.35,8.85,41.976,1.272,40.2,43.8,47.92,4.239,42.0,54.0,52.967,1.766,50.5,55.5,17.992,0.424,17.4,18.6,DEFECT_RISK,DEFECT_RISK,0.8986,0.35,True
193,WELD_QUALITY_DRIFT_LIKE,33.828,3.292,28.679,38.922,179.765,41.767,116.113,239.889,8.598,0.178,8.35,8.85,41.985,1.279,40.2,43.796,47.949,4.263,42.0,53.988,52.979,1.776,50.5,55.495,17.995,0.426,17.4,18.599,DEFECT_RISK,DEFECT_RISK,0.9404,0.35,True
194,WELD_QUALITY_DRIFT_LIKE,34.068,3.275,28.803,39.486,181.182,40.969,118.707,241.491,8.604,0.175,8.35,8.85,42.032,1.261,40.201,43.799,48.108,4.204,42.002,53.995,53.045,1.752,50.501,55.498,18.011,0.42,17.4,18.6,DEFECT_RISK,DEFECT_RISK,0.9134,0.35,True
195,WELD_QUALITY_DRIFT_LIKE,34.028,3.308,29.167,39.036,179.184,41.502,119.958,241.414,8.597,0.177,8.35,8.85,41.977,1.272,40.2,43.799,47.923,4.241,42.001,53.998,52.968,1.767,50.501,55.499,17.992,0.424,17.4,18.6,DEFECT_RISK,DEFECT_RISK,0.9166,0.35,True
196,WELD_QUALITY_DRIFT_LIKE,34.123,3.23,28.819,39.661,179.957,40.844,113.363,240.513,8.603,0.177,8.35,8.85,42.023,1.272,40.201,43.8,48.077,4.241,42.002,53.998,53.032,1.767,50.501,55.499,18.008,0.424,17.4,18.6,DEFECT_RISK,DEFECT_RISK,0.9364,0.35,True
197,WELD_QUALITY_DRIFT_LIKE,33.971,3.238,28.597,39.347,178.86,41.3,120.191,241.701,8.596,0.175,8.35,8.85,41.969,1.262,40.2,43.8,47.895,4.208,42.001,53.999,52.956,1.753,50.5,55.5,17.99,0.421,17.4,18.6,DEFECT_RISK,DEFECT_RISK,0.9006,0.35,True
198,WELD_QUALITY_DRIFT_LIKE,34.033,3.283,29.228,39.174,179.14,40.542,118.435,239.082,8.596,0.176,8.35,8.85,41.973,1.268,40.201,43.799,47.91,4.228,42.004,53.998,52.963,1.762,50.502,55.499,17.991,0.423,17.4,18.6,DEFECT_RISK,DEFECT_RISK,0.9396,0.35,True
199,WELD_QUALITY_DRIFT_LIKE,33.898,3.237,28.824,38.936,178.916,40.245,117.588,244.168,8.596,0.175,8.35,8.85,41.968,1.261,40.202,43.8,47.892,4.204,42.008,53.999,52.955,1.752,50.503,55.5,17.989,0.42,17.401,18.6,DEFECT_RISK,DEFECT_RISK,0.8948,0.35,True
